BoardID,Round,Mean25,Std25,Skew25,Kurt25,Min25,Max25,Med25,Mean26,Std26,Skew26,Kurt26,Min26,Max26,Med26,Mean27,Std27,Skew27,Kurt27,Min27,Max27,Med27,Corr2526,Corr2527,Corr2627,TempC
1,33,28.027,52.317,6.1201,45.563,10.0,541.0,16.0,30.785,55.876,5.5994,35.0322,13.0,496.0,16.0,16.34,32.933,3.9416,15.58,2.0,198.0,7.0,0.99071,0.83594,0.87408,54.44
1,34,28.07,52.317,6.02,44.0043,9.0,535.0,16.0,31.535,56.128,5.593,34.9322,13.0,498.0,17.0,17.32,33.606,3.8867,15.2362,0.0,205.0,9.0,0.99123,0.84407,0.87631,54.44
1,35,27.605,52.417,6.088,45.0075,10.0,539.0,15.0,30.367,55.824,5.5865,34.8362,15.0,495.0,16.0,15.371,33.354,3.9371,15.5109,2.0,201.0,6.0,0.99118,0.84075,0.87756,54.44
1,36,28.059,51.807,6.0455,44.3989,10.0,532.0,15.5,30.582,55.682,5.5841,34.8802,14.0,495.0,16.0,15.996,33.093,3.9073,15.2706,1.0,199.0,6.0,0.9916,0.84153,0.87518,54.44
1,37,28.434,51.84,6.0869,44.9602,11.0,534.0,16.0,30.727,54.764,5.5478,34.4166,15.0,485.0,17.0,16.922,32.651,3.9141,15.3056,3.0,197.0,7.0,0.99151,0.84002,0.87849,54.44
1,38,28.098,51.75,6.0431,44.2377,12.0,530.0,15.0,30.582,55.993,5.5983,35.0023,14.0,497.0,16.0,16.027,33.449,3.9493,15.6441,0.0,204.0,6.0,0.99171,0.84377,0.87707,54.44
1,39,28.996,51.818,6.0111,43.7825,14.0,530.0,16.0,31.887,56.596,5.6219,35.3785,16.0,507.0,18.0,18.309,33.249,3.9696,15.808,5.0,205.0,9.0,0.99219,0.84811,0.87846,54.44
1,40,29.188,52.489,6.0086,43.8826,13.0,538.0,16.0,32.16,57.438,5.5991,35.0872,16.0,511.0,18.0,18.109,34.246,3.9508,15.6252,4.0,208.0,8.0,0.99147,0.84775,0.87886,54.44
1,41,28.516,52.365,6.1261,45.5998,12.0,542.0,16.0,31.188,55.947,5.581,34.807,16.0,496.0,17.0,16.449,33.18,3.9248,15.4566,2.0,203.0,7.0,0.99091,0.83799,0.87698,54.44
1,42,28.605,51.415,6.139,45.7446,12.0,533.0,16.0,31.699,54.16,5.5851,34.8051,16.0,481.0,18.0,17.906,32.11,3.9369,15.5148,3.0,195.0,9.0,0.99075,0.83569,0.87527,54.44
1,43,28.758,51.689,6.0731,44.8438,11.0,533.0,16.0,31.785,55.673,5.6028,35.1001,16.0,496.0,18.0,17.801,32.77,3.939,15.5453,3.0,201.0,9.0,0.99119,0.84081,0.87538,54.44
1,44,28.879,51.811,6.0011,43.6746,13.0,530.0,16.0,32.277,57.666,5.6981,36.5289,16.0,525.0,18.0,17.961,34.027,3.9776,15.889,2.0,208.0,9.0,0.99309,0.85108,0.875,54.44
1,45,29.07,52.106,6.0271,44.1461,13.0,535.0,16.0,32.41,56.818,5.6289,35.4926,16.0,510.0,18.0,18.566,33.482,3.9541,15.7197,4.0,207.0,9.0,0.99181,0.84539,0.87612,54.44
1,46,28.238,51.632,6.0986,45.1908,12.0,533.0,16.0,31.066,54.97,5.5851,34.9142,15.0,490.0,17.0,16.691,32.623,3.9161,15.3528,3.0,197.0,7.0,0.99139,0.83723,0.87404,54.44
1,47,28.668,51.709,6.0715,44.6829,12.0,532.0,16.0,31.516,55.827,5.6062,35.1149,16.0,497.0,18.0,17.598,32.927,3.9348,15.5123,3.0,201.0,8.5,0.99159,0.84331,0.8771,54.44
1,48,28.672,51.632,6.1444,45.7538,11.0,535.0,16.0,31.707,55.059,5.6226,35.3451,16.0,493.0,18.0,18.133,32.215,3.9666,15.7625,4.0,199.0,9.0,0.99146,0.83651,0.87374,54.44
1,49,29.035,51.668,6.0634,44.6321,13.0,532.0,16.0,32.23,55.446,5.6032,35.1386,16.0,496.0,18.0,18.5,32.59,3.9567,15.7037,3.0,201.0,10.0,0.99167,0.84371,0.87803,54.44
1,50,28.664,51.534,6.1038,45.2041,13.0,532.0,16.0,31.359,54.698,5.5751,34.7781,16.0,487.0,17.0,17.379,32.468,3.9417,15.59,4.0,199.0,7.0,0.9914,0.83942,0.87723,54.44
1,51,28.871,51.369,6.0977,45.0596,14.0,530.0,16.0,31.859,55.441,5.6377,35.5126,16.0,496.0,18.0,18.34,32.282,3.9709,15.8119,3.0,201.0,10.0,0.99147,0.84008,0.87432,54.44
1,52,28.512,50.827,6.2021,46.5816,13.0,529.0,16.0,31.148,53.013,5.5855,34.8225,16.0,471.0,18.0,17.574,31.238,3.9666,15.7824,5.0,192.0,9.0,0.99072,0.832,0.8753,54.44
1,53,28.84,52.16,6.0985,45.1302,12.0,538.0,16.0,31.805,55.938,5.6007,35.0446,16.0,497.0,18.0,17.641,32.912,3.9419,15.622,3.0,202.0,8.0,0.99116,0.83762,0.8745,54.44
1,54,28.367,51.105,6.1381,45.6751,12.0,529.0,16.0,31.371,55.007,5.6494,35.7495,16.0,494.0,18.0,17.484,32.05,3.9634,15.8193,3.0,196.0,9.0,0.99164,0.83605,0.87178,54.44
1,55,28.379,50.77,6.1331,45.6839,13.0,526.0,16.0,31.227,53.961,5.6222,35.3251,16.0,482.0,17.0,17.297,31.87,3.9608,15.7624,3.0,196.0,8.0,0.99077,0.83804,0.87502,54.44
1,56,28.953,51.548,6.1671,46.1724,13.0,536.0,16.0,32.016,54.38,5.5808,34.7446,16.0,483.0,18.0,18.312,31.896,3.9642,15.8172,4.0,197.0,10.0,0.99055,0.83245,0.87472,54.44
1,57,29.02,52.195,6.0523,44.4787,13.0,537.0,16.0,32.098,57.105,5.622,35.3766,16.0,511.0,18.0,18.008,33.802,3.9887,15.9732,4.0,208.0,8.0,0.99166,0.84736,0.87992,54.44
1,58,29.191,52.265,6.0297,44.2055,13.0,537.0,16.0,32.309,57.191,5.6138,35.3392,16.0,511.0,18.0,17.965,33.905,3.9541,15.7567,3.0,208.0,8.0,0.99163,0.84517,0.87696,54.44
1,59,28.746,51.681,6.0953,45.1752,12.0,534.0,16.0,31.926,55.399,5.5841,34.8847,16.0,493.0,17.5,17.25,32.56,3.9357,15.648,2.0,201.0,7.0,0.99102,0.83756,0.87548,54.44
1,60,29.289,52.028,6.0368,44.3454,13.0,535.0,16.0,32.566,56.377,5.6108,35.3464,16.0,506.0,18.0,18.426,33.248,3.9176,15.4366,3.0,205.0,9.0,0.99172,0.84156,0.87377,53.89
1,61,29.309,51.882,5.9977,43.7955,13.0,532.0,16.0,32.375,57.069,5.6191,35.4466,16.0,511.0,18.0,18.465,33.686,3.9351,15.5935,5.0,208.0,9.0,0.99185,0.84295,0.87253,54.44
1,62,28.738,52.603,5.9871,43.7555,12.0,539.0,16.0,31.73,57.101,5.5792,34.9942,16.0,510.0,17.0,16.91,34.148,3.8878,15.2122,3.0,207.0,6.0,0.9919,0.84669,0.87723,54.44
1,63,29.211,52.836,5.9729,43.4536,13.0,540.0,16.0,32.199,58.059,5.6148,35.5028,16.0,523.0,17.0,17.914,34.257,3.9123,15.3357,4.0,208.0,7.0,0.99254,0.84578,0.87346,54.44
1,64,29.062,52.965,5.9452,43.093,11.0,540.0,16.0,31.926,58.314,5.6195,35.6215,15.0,526.0,17.0,17.387,34.812,3.8833,15.1659,2.0,208.0,7.0,0.99277,0.85056,0.87585,54.44
1,65,28.934,53.198,5.9495,43.0228,13.0,541.0,15.0,31.676,57.839,5.5457,34.4486,15.0,511.0,16.0,17.16,34.894,3.8885,15.1452,3.0,208.0,7.0,0.99181,0.84975,0.88035,54.44
1,66,28.672,53.079,5.9652,43.3079,11.0,541.0,16.0,31.746,58.632,5.6266,35.6117,15.0,528.0,17.0,17.25,34.866,3.9061,15.2813,3.0,208.0,7.0,0.99256,0.84924,0.87554,54.44
1,67,28.527,52.107,5.9675,43.2418,11.0,531.0,16.0,31.633,57.768,5.674,36.2897,15.0,525.0,17.0,17.535,34.095,3.9369,15.6005,3.0,208.0,7.0,0.9933,0.8493,0.87309,54.44
1,68,28.699,52.748,6.0632,44.6396,12.0,542.0,16.0,31.34,56.559,5.5415,34.3206,16.0,499.0,17.0,17.57,33.638,3.9255,15.4213,3.0,205.0,7.0,0.99113,0.84157,0.87954,54.44
1,69,28.168,52.111,5.9719,43.3006,11.0,531.0,15.0,31.555,57.962,5.6825,36.3162,15.0,525.0,17.0,16.984,34.225,3.9307,15.5167,2.0,208.0,7.0,0.99285,0.85105,0.87434,54.44
1,70,28.383,52.281,5.9253,42.5966,11.0,530.0,15.0,31.738,58.217,5.6679,36.2227,15.0,528.0,17.0,17.164,34.668,3.9174,15.3785,1.0,209.0,7.0,0.99334,0.85125,0.87228,54.44
1,71,28.152,52.91,6.0056,43.7875,10.0,540.0,15.0,31.344,58.224,5.6526,35.9548,15.0,526.0,16.0,16.773,34.589,3.9321,15.4606,2.0,208.0,7.0,0.99294,0.84658,0.87343,54.44
1,72,28.395,52.724,5.9742,43.3682,12.0,538.0,15.0,31.461,58.35,5.6713,36.1751,16.0,528.0,17.0,17.07,34.653,3.9387,15.5351,2.0,208.0,7.0,0.99277,0.84997,0.87359,54.44
1,73,28.371,52.709,5.9895,43.568,10.0,538.0,15.0,31.594,58.193,5.6849,36.3711,16.0,528.0,17.0,17.098,34.427,3.9498,15.6503,3.0,208.0,7.0,0.99282,0.84988,0.87386,54.44
1,74,28.551,52.017,6.0102,43.8156,12.0,532.0,16.0,31.613,57.213,5.6341,35.5288,15.0,511.0,17.0,17.805,33.899,3.9674,15.7734,3.0,208.0,8.0,0.99185,0.84683,0.87621,54.44
1,75,28.055,51.892,6.0834,44.8705,10.0,534.0,16.0,31.113,55.973,5.6118,35.2266,15.0,499.0,17.0,16.98,33.045,3.9548,15.7006,2.0,203.0,7.0,0.99151,0.84168,0.87617,54.44
1,76,28.168,52.068,6.0669,44.6627,11.0,535.0,16.0,31.152,56.151,5.6148,35.1751,14.0,499.0,17.0,16.945,33.121,3.9467,15.599,3.0,203.0,7.0,0.99116,0.84282,0.87639,54.44
1,77,27.801,49.944,6.0635,44.3819,11.0,511.0,16.0,30.605,53.637,5.6331,35.5047,15.0,480.0,17.0,16.434,31.644,3.9545,15.7057,2.0,192.0,7.0,0.99236,0.83875,0.8714,54.44
1,78,28.965,51.944,6.1106,45.4216,14.0,538.0,16.0,32.016,55.676,5.5979,35.0724,16.0,496.0,18.0,17.84,32.702,3.9517,15.6857,4.0,202.0,9.0,0.99106,0.83621,0.87375,54.44
1,79,28.809,51.166,6.0998,45.1048,13.0,528.0,16.0,31.637,55.085,5.6402,35.64,16.0,494.0,17.5,18.023,32.284,3.9475,15.6388,4.0,197.0,9.0,0.99191,0.84171,0.87518,54.44
1,80,28.82,52.039,5.9844,43.4327,12.0,531.0,16.0,32.098,57.129,5.6237,35.4492,16.0,511.0,17.0,18.145,33.935,3.9556,15.7575,3.0,208.0,8.0,0.99218,0.84992,0.87839,54.44
1,81,28.469,52.37,6.0035,43.7602,11.0,535.0,15.0,31.754,57.965,5.6659,36.1311,16.0,525.0,17.0,17.562,34.079,3.9403,15.6029,3.0,208.0,7.0,0.99281,0.84739,0.87363,54.44
1,82,27.871,51.545,6.0832,44.9829,10.0,531.0,15.0,31.047,55.25,5.6038,35.1764,15.0,493.0,16.0,16.742,32.728,3.9013,15.3008,2.0,199.0,7.0,0.99141,0.83748,0.87222,55.0
1,83,28.25,52.275,6.0024,43.862,11.0,535.0,15.0,31.48,57.031,5.6202,35.4383,16.0,511.0,17.0,17.066,33.925,3.9273,15.5101,3.0,206.0,7.0,0.99183,0.84735,0.87678,54.44
1,84,27.41,51.534,6.082,44.9634,10.0,530.0,15.0,30.887,55.248,5.5776,34.8724,13.0,492.0,16.0,16.004,32.868,3.8815,15.154,2.0,198.0,6.0,0.99138,0.83817,0.87416,54.44
1,85,28.312,51.312,6.1454,45.9103,13.0,532.0,15.5,30.773,54.027,5.5535,34.5366,16.0,479.0,17.0,17.082,32.237,3.8949,15.234,3.0,195.0,7.0,0.99101,0.83336,0.87498,54.44
1,86,28.129,50.939,6.0505,44.6763,10.0,525.0,15.0,31.137,54.284,5.5541,34.6406,15.0,483.0,17.0,17.109,32.353,3.8896,15.2041,3.0,196.0,7.0,0.99113,0.83812,0.87411,54.44
1,87,28.68,52.384,5.9396,42.9403,12.0,533.0,15.0,31.52,57.471,5.5737,34.9,16.0,511.0,16.0,17.602,34.527,3.8915,15.1877,3.0,208.0,7.0,0.99207,0.84926,0.87767,54.44
1,88,27.465,51.965,5.9263,42.7624,9.0,527.0,14.0,31.234,57.134,5.6113,35.3949,15.0,511.0,16.0,16.07,34.289,3.8874,15.2387,1.0,207.0,6.0,0.99219,0.85002,0.87545,54.44
1,89,27.449,52.717,5.917,42.6738,9.0,534.0,14.0,31.141,57.599,5.5764,34.8817,14.0,511.0,16.0,15.945,34.596,3.8736,15.0425,1.0,207.0,6.0,0.99162,0.8514,0.87886,54.44
1,90,26.668,52.311,6.0093,43.9357,9.0,534.0,14.0,30.504,56.081,5.5646,34.6587,14.0,497.0,16.0,14.98,33.639,3.8712,15.0321,0.0,202.0,5.0,0.99151,0.84323,0.87609,54.44
1,91,27.711,51.084,6.1087,45.4325,11.0,528.0,15.0,30.637,54.807,5.582,34.9299,16.0,488.0,16.0,16.23,32.437,3.9024,15.3051,2.0,196.0,6.0,0.99123,0.83254,0.87085,54.44
1,92,28.02,51.785,6.0089,43.9284,10.0,530.0,15.0,30.98,55.914,5.5521,34.563,16.0,496.0,16.0,16.555,33.242,3.8838,15.1356,3.0,202.0,6.0,0.99176,0.84494,0.87842,54.44
1,93,27.59,52.017,5.9723,43.4189,10.0,530.0,15.0,31.004,55.988,5.5554,34.5811,15.0,496.0,16.0,16.254,33.469,3.8776,15.0956,3.0,202.0,6.0,0.99156,0.8465,0.87774,54.44
1,94,27.395,51.501,6.0493,44.4678,10.0,528.0,15.0,30.586,55.259,5.5929,35.0796,15.0,493.0,16.0,15.961,32.909,3.8766,15.0535,2.0,197.0,6.0,0.99185,0.84156,0.87433,54.44
1,95,28.496,52.875,5.9619,43.2563,11.0,539.0,15.0,31.668,58.442,5.6389,35.8606,16.0,528.0,17.0,17.305,34.701,3.9134,15.3374,3.0,208.0,7.0,0.99287,0.84926,0.87418,54.44
1,96,28.59,52.645,6.0389,44.3298,11.0,540.0,16.0,31.258,56.222,5.5479,34.4456,16.0,497.0,17.0,17.156,33.676,3.9029,15.2498,3.0,204.0,7.0,0.99126,0.84223,0.8782,54.44
1,97,27.926,51.357,6.103,45.2584,11.0,530.0,15.0,30.668,54.737,5.5716,34.7963,15.0,488.0,17.0,16.32,32.346,3.9292,15.4757,3.0,197.0,7.0,0.99164,0.83497,0.87328,54.44
1,98,28.621,51.915,6.0137,43.9464,12.0,532.0,16.0,31.297,57.058,5.6242,35.4943,16.0,511.0,17.0,17.062,33.775,3.937,15.5556,3.0,206.0,7.0,0.99218,0.84756,0.87707,54.44
1,99,27.723,51.632,6.0176,43.9867,9.0,528.0,16.0,31.398,55.807,5.5907,34.9608,14.0,496.0,17.0,16.797,33.042,3.8937,15.2738,1.0,199.0,7.0,0.99147,0.84286,0.8751,54.44
1,100,27.539,53.286,5.8924,42.3613,9.0,539.0,15.0,31.773,57.436,5.5558,34.6627,14.0,511.0,17.0,16.68,34.874,3.8422,14.8724,0.0,208.0,7.0,0.99187,0.84916,0.87605,54.44
2,1,47.656,56.515,4.7013,23.1009,29.0,434.0,33.0,60.855,62.0,5.5148,33.8391,42.0,582.0,46.0,40.293,57.348,5.0382,27.1949,19.0,463.0,26.0,0.98964,0.9975,0.99622,28.33
2,2,41.059,38.401,6.2563,47.4363,29.0,423.0,32.0,55.816,51.978,6.7934,52.138,39.0,563.0,45.0,31.789,26.656,4.3418,19.3449,19.0,192.0,25.0,0.98795,0.84042,0.81394,28.33
2,3,41.281,38.196,6.2024,46.7336,29.0,420.0,32.0,56.043,52.001,6.7944,52.1583,41.0,564.0,45.0,32.145,26.58,4.3411,19.3749,21.0,193.0,25.0,0.98727,0.84307,0.81404,28.33
2,4,41.809,38.155,6.2748,47.7107,29.0,422.0,33.0,56.367,51.74,6.818,52.4381,41.0,562.0,46.0,32.488,26.426,4.3443,19.4909,19.0,192.0,26.0,0.98805,0.83989,0.8129,28.33
2,5,41.113,37.674,6.2442,47.2199,27.0,415.0,32.0,56.004,51.448,6.8281,52.6257,39.0,560.0,46.0,32.242,26.158,4.3478,19.579,19.0,191.0,26.0,0.98797,0.83943,0.81026,28.33
2,6,40.863,37.825,6.1148,45.6952,26.0,413.0,33.0,55.398,51.531,6.7535,51.8363,37.0,559.0,46.0,31.66,26.587,4.1803,18.3399,17.0,191.0,26.0,0.9877,0.84167,0.80984,28.33
2,7,41.441,37.857,6.1461,46.0418,26.0,415.0,32.0,56.113,51.372,6.7795,52.1885,38.0,560.0,46.0,32.328,26.428,4.2576,18.9003,18.0,192.0,26.0,0.98781,0.84152,0.80971,28.33
2,8,41.641,38.42,6.1531,46.0696,29.0,421.0,32.0,56.121,52.033,6.7473,51.4929,41.0,562.0,45.0,32.242,26.903,4.2713,18.8188,21.0,193.0,25.0,0.98729,0.84384,0.81433,28.33
2,9,41.652,38.74,6.1008,45.2966,29.0,422.0,32.0,56.219,52.28,6.7357,51.4292,39.0,565.0,45.0,32.387,27.287,4.2574,18.6882,21.0,195.0,25.0,0.98739,0.84927,0.8182,28.33
2,10,41.211,38.807,6.1213,45.3966,27.0,422.0,32.0,55.797,52.501,6.7329,51.3235,41.0,566.0,45.0,31.832,27.406,4.2622,18.696,21.0,195.0,24.0,0.98816,0.84645,0.81528,28.33
2,11,41.594,39.043,6.1661,46.1159,28.0,427.0,32.0,56.25,52.415,6.748,51.4842,41.0,566.0,45.0,32.16,27.217,4.3067,19.017,21.0,195.0,25.0,0.98793,0.84736,0.8186,28.33
2,12,41.621,38.936,6.1786,46.1103,28.0,425.0,32.0,56.129,52.589,6.7921,52.1456,39.0,570.0,45.0,32.281,27.195,4.3298,19.2297,21.0,195.0,25.0,0.98831,0.84637,0.81579,28.33
2,13,41.121,39.218,6.1376,45.6786,27.0,427.0,32.0,55.887,52.912,6.761,51.6859,41.0,571.0,45.0,31.688,27.607,4.2914,18.8807,20.0,197.0,24.0,0.98733,0.84575,0.81388,28.33
2,14,41.211,39.134,6.1705,45.9763,29.0,426.0,32.0,56.023,52.767,6.7533,51.5577,42.0,569.0,45.0,31.844,27.55,4.2952,18.9201,21.0,197.0,24.5,0.98863,0.84664,0.81713,27.78
2,15,41.688,38.708,6.185,46.1552,27.0,423.0,33.0,56.312,52.643,6.7862,52.0997,41.0,571.0,46.0,32.469,27.255,4.3408,19.3446,20.0,197.0,26.0,0.98868,0.84677,0.81668,28.33
2,16,41.23,38.824,6.2443,47.2643,29.0,427.0,32.0,55.906,52.361,6.7905,52.0654,41.0,567.0,45.0,31.965,27.007,4.3319,19.2384,21.0,194.0,25.0,0.98793,0.8404,0.81355,28.33
2,17,40.34,39.581,6.1711,46.0712,25.0,430.0,32.0,55.086,53.267,6.7499,51.4841,37.0,573.0,45.0,31.246,27.736,4.3133,19.1941,17.0,198.0,25.0,0.9883,0.84549,0.81696,28.33
2,18,41.395,39.427,6.2307,46.9752,25.0,432.0,33.0,56.0,53.059,6.7916,52.091,38.0,574.0,46.0,32.418,27.413,4.3546,19.605,18.0,198.0,26.5,0.98826,0.84101,0.81339,28.33
2,19,41.145,39.325,6.2217,46.8996,26.0,431.0,33.0,55.727,53.059,6.7741,51.8327,37.0,573.0,46.0,31.848,27.561,4.3416,19.4213,17.0,198.0,26.0,0.98811,0.84052,0.8132,28.33
2,20,41.574,38.677,6.187,46.2311,29.0,423.0,32.0,56.238,52.468,6.811,52.416,39.0,570.0,46.0,32.609,26.872,4.3568,19.4613,21.0,195.0,26.0,0.98785,0.84753,0.81619,27.78
2,21,40.965,38.601,6.2188,46.7679,27.0,423.0,32.0,55.621,52.285,6.8134,52.3864,39.0,567.0,45.0,31.973,26.868,4.3597,19.5142,20.0,195.0,25.0,0.98789,0.84515,0.81559,28.33
2,22,41.516,38.207,6.2431,47.0625,29.0,420.0,33.0,56.648,51.883,6.8092,52.327,42.0,564.0,46.0,32.723,26.562,4.3737,19.5673,21.0,193.0,26.0,0.98833,0.84307,0.81503,28.33
